Nom,Description,Composition,Conseils,Image,Url
Tisane hibiscus 50g,"RC3425_000
Laissez-vous porter en savourant cette jolie infusion à la robe rouge pourpre. Ce nectar appelé également Bissap saura vous séduire par son goût acidulé et son parfum de fruits rouges. A déguster aussi bien chaud que glacé.L'hibiscus est originaire d'Asie du Sud-Est et a été importé sur le continent africain au 19ème siècle. La plante qui apprécie le soleil et la chaleur s'y développe bien. Les femmes récoltaient les calices de la fleur pour réaliser le fameux «bissap». Une boisson typique au délicieux goût de fruits rouges acidulés.","Hibiscus.

Non applicable
Traces de :
Néant.","Laisser infuser 3 cuillères de tisane pour 1L d'eau à 80° pendant 5 minutes. A consommer dans la journée et en soirée.
Conditions de conservation
A conserver au sec et à l'abri de la lumière.

3 cuillères/L à 80°C.","https://www.biocoop.fr/media/catalog/product/3/0/3031020586----rc3425.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/tisane-hibiscus-50g-rc3425-000.html
Ginseng gélule (150) 47.4g,"SD1226_000
Le Ginseng est reconnu pour contribuer à la vitalité physique et mentale. Apanage des empereurs depuis toujours en Asie, ce Ginseng a été choisi pour sa qualité Panax Meyer 5 à 6 ans d'âge, son origine Mandchourie.","""Ginseng* (racine) (support : maltodextrine*) - Amidon de riz* - Gélule de gélatine porcine*.*Ingrédient issu de l'agriculture biologique.""

Non applicable
Traces de :
Néant.","4 gélules maximum par jour. Programme de 3 mois maximum.
Posologie
4 gélules par jour.

Programme de 3 mois maximum. Ne pas dépasser la portion recommandée à consommer chaque jour, veiller à avoir une alimentation variée et équilibrée et un mode de vie sain. Tenir hors de la portée des jeunes enfants.
Contre indication
Déconseillé aux femmes enceintes et allaitantes.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/1/0/1054159326-3428881150206-superdiet-ginseng_gelule_150_47_4g-sd1226.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/ginseng-gelule-150-47-4g-sd1226-000.html
Quatuor bien-être du foie ampoule (20) 200ml,"SD1286_000
Complément alimentaire à base de Chardon Marie qui aide au bon fonctionnement du foie et agit en tant que draineur hépatique, d'Artichaut qui contribue au confort digestif et au fonctionnement normal du foie, et de Romarin reconnu pour ses propriétés culinaires et gustatives. Le jus de Radis noir, légume emblématique de Superdiet depuis 1974, complète cette formule.100% plantes françaises.Nouvelle formule titrée en cynarines : 7,3mg***Méthode Concentration d'Actifs Naturels OPtimisEE (CANOPEE) : Parce que chaque plante est unique, elle nécessite une approche spécifique et adaptée à ses caractéristiques pour en concentrer les bienfaits. C'est le principe de la méthode CANOPEE, fruit de la connaissance historique des plantes de SUPERDIET. Pour chaque ingrédient, est déterminé un dosage optimal et la technique d'extraction la plus adaptée afin d'offrir des formules efficaces et de haute qualité. Les actifs : - Le Radis noir : racine utilisée depuis des siècles et caractérisée par sa chair blanche ePour 1 ampoule de 10ml :Pur jus de radis noir bio 5mlArtichaut bio 1500 mg**dont cynarines 7,3 mg***Chardon marie bio 375 mg**Romarin bio 50mg****équivalent en plantes sèches ***quantité moyenne20 ampoules = 20j (à raison d'1 ampoule 10ml/j)","Pur jus de radis noir* (racine) - Extrait aqueux de Chardon Marie* (semence et partie aérienne), Romarin* (feuille) et Artichaut* (feuille) - Extrait sec d'Artichaut* (feuille) titré en cynarines.*Ingrédient issu de l'agriculture biologique.

Non applicable
Traces de :
Plantes de la famille des Composées.","Réservé à l'adulte. 1 ampoule par jour pendant 20 jours, de préférence le soir après le repas. Pour faciliter la prise de ce produit au goût naturellement amer, nous vous conseillons de diluer l'ampoule dans un demi-verre d'eau ou de jus de fruit (pomme ou poire par exemple). Il est normal qu'un dépôt trouble de Radis noir apparaisse dans l'ampoule. Agiter avant emploi.
Durée de cure
20 jours
Posologie
1 ampoule par jour.

Ne pas dépasser la portion recommandée à consommer chaque jour, veiller à avoir une alimentation variée et équilibrée et un mode de vie sain. Tenir hors de la portée des jeunes enfants.
Contre indication
Déconseillé aux femmes enceintes et allaitantes.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/4/1/4139643589-3428881238102-superdiet-quatuor_bien_etre_du_foie_20_200ml-sd1286.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/quatuor-bien-etre-du-foie-ampoule-20-200ml-sd1286-000.html
Badiane fruits 50g,"AR0092_000
Composition : badiane* (Illicium verum) * : produit issu de l'agriculture biologiqueLa badiane - aussi appelée anis étoilé -Partie de la plante: Baies et fruits","Badiane (100%)

Non applicable
Traces de :
Néant","1g (une étoile) par tasse en décoction
Conditions de conservation
Date courte: 20 mois. Conserver à moins de 25°c dans des locaux propres, secset à l'abri de la lumière.
Température de conservation
25.0°C

1g (une étoile) par tasse en décoction","https://www.biocoop.fr/media/catalog/product/2/8/2871273585-3417960009900-l_herbier_de_france-badiane_fruits_50g-ar0092.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/badiane-fruits-50g-ar0092-000.html
Axarola comprimé (100) 40g,"SD1295_000
Axarola, la formule naturelle historique à la double action sur le transit et la digestion.L'expertise du Laboratoire Superdiet : 5 plantes complémentaires et reconnues.- La Mélisse contribue à un transit intestinal normal.- L'Artichaut contribue au confort digestif et au bon fonctionnement du foie. - La Mauve, du latin « Malva », signifie « Adoucissant ».- Le Radis noir et le Kiwi complètent cette formule. Pour 4 comprimés :Extrait d'artichaut bio 2000 mg*Extrait de mauve bio 500 mg*Extrait de mélisse bio 400 mg*Extrait de radis noir bio 100 mg**équivalent en plantes sèches","Amidon de Riz* -Extrait d'Artichaut* (Cynara scolymus L,)-Agent de charge: Gomme d'Acacia*-Extrait de Mauve*(Malva Sylvestris)-Kiwi Lyophilisé*(Actinidia deliciosa)-Extrait de Mélisse*(Melissa officinalis)-Anti-agglomérant: Carbonate de Calcium- Extrait de Radis Noir*(Raphanus sativus var,niger)*Ingrédient issu de l'agriculture Biologique.

Non applicable
Traces de :
Néant.","1 à 4 comprimés par jour, de préférence avant le repas du soir, avec un grand verre d'eau. L'effet optimal est obtenu à 4 comprimés par jour.
QUI ? Adultes et adolescents à partir de 12 ans (se référer aux précautions d'emploi).
Conditions de conservation
A conserver dans un endroit frais, sec et à l'abri de la lumière.
Posologie
1 à 4 comprimés par jour.

Ne pas dépasser la portion recommandée à consommer chaque jour, veiller à avoir une alimentation variée et équilibrée et un mode de vie sain. Tenir hors de la portée des jeunes enfant.
Contre indication
Déconseillé aux femmes enceintes et allaitantes, ainsi qu'aux enfants de moins de 12 ans.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/8/4/84175465-3428881153306-superdiet-axarola_comprime_100_40g-sd1295.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/axarola-comprime-100-40g-sd1295-000.html
Baume celtique 15g,"CG0023_000
Le Baume Celtique est composé de 100% d'ingrédients naturels. Cire d'Abeilles biologique, Beurre de Karité, Menthol et Huiles Essentielles. Il suffit d'en utiliser de toutes petites quantités et il aide à soulager les ennuis musculaires, attaques de moustiques, coup de froid ...Baume de massage aux HE, sensation chauffante, efforts musculaires.","Non applicable
Traces de :
Néant",,"https://www.biocoop.fr/media/catalog/product/6/0/608086316-3760145720016-ascentical-baume_celtique_15g-cg0023.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/baume-celtique-15g-cg0023-000.html
FDB cpx situations de crise spray 30ml,"LD2160_000
Le remède d'urgence du Dr Bach, à utiliser dans toutes les situations de crise, pour surmonter les épreuves ou lors des moments de grandes tensions.Il est également conseillé en prévention avant tout événement stressant pour lequel on manifeste de l'appréhension, de l'affolement, de la confusion ou de la désorientation.Prendre 4 gouttes ou 2 pulvérisations, 3 à 4 fois par jour.","Eau de source, brandy*, infusion solaire* (0.5% - 3.4ul) de:  Clématis vitalba*, Helianthemum nummularium*, Impatiens glandulifera*, Ornitholagum umbellatum*, Prunus cerasifera*.*Ingrédients issus de l'agriculture biologique.

Non applicable
Traces de :
Néant.","Prendre 2 pulvérisations 4 fois par jour.
Conditions de conservation
A conserver dans leur conditionnement d'origine, dans un local frais et sec, à l'abri de la lumière et toute source de chaleur et d'ignition.
Posologie
4 gouttes 4 fois par jour.

Tenir hors de portée des jeunes enfants. Ne pas dépasser la dose journalière recommandée. Ce complément alimentaire ne peut pas se substituer à un régime alimentaire varié. Les flacons ne doivent pas être laissés près d'une source de chaleur ou au soleil.","https://www.biocoop.fr/media/catalog/product/3/6/3693437635-3760102773543-deva-fdb_cpx_situations_de_crise_spray_30ml-ld2160.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/fdb-cpx-situations-de-crise-spray-30ml-ld2160-000.html
Gel surconcentré articulaire GSIL freeze 100ml,"AC1011_000
Un produit en version bio exclusif au réseau Biocoop ! Un gel articulaire à la sensation de froid intense. Il est idéal en cas de coups, de chocs, ou pour la sensation de jambes légères. Les actifs qui agissent sur la circulation et les muscles : - Silicium organique : d'origine végétale issu de prêle bio. Le silicium est indispensable aux sturctures de soutien muscles et articulations et permet de maintenir le capital osseux et l'hydratation des tissus. - Harpagophytum bio : pour un effet décontractant.- Menthol bio : pour un effet froid immédiat. - Huiles essentielle bio d'Hélichryse : pour un effet calmant. - Huile essentielle bio de Katafray : pour un effet apaisant.- Huide Menthe poivrée : pour un effet rafraîchissant. - Huile essentielle de Cyprès : pour un effet décongestionnant. Conseil d'utilisation : appliquer 1 fois par jour en massage circulaire sur la zone ciblée.","Aqua, alcohol**, glycerin, carrageenan, menthol*, equisetum arvense extract*, harpagophytum procumbens root extract*, helichrysum italicum flower oil*, cedrelopsis grevei bark extract*, mentha piperita oil*, cupressus sempervirens leaf/nut/stem oil*, aloe barbadensis leaf juice powder*, benzyl alcohol, sodium benzoate, citric acid, limonene, linalool.*Ingrédient issu de l'agriculture biologique.**Transformé à partir d'ingrédients biologiques.

Non applicable
Traces de :
Néant.","Appliquer 1 fois par jour en massage circulaire sur la zone ciblée.
Conditions de conservation
A conserver dans un endroit tempéré.

Ne pas s'exposer au soleil après application. Tenir hors de portée des enfants. Éviter tout contact avec les yeux et muqueuses. En cas
de contact, rincer abondamment à l'eau claire. Utiliser sur une peau saine uniquement. Se rincer les mains après application. Ne pas avaler. En cas d'ingestion, consulter immédiatement un médecin. Usage externe. Réservé à l'adulte.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/1/0/1097764418-3760177503663-aquasilice-gel_surconcentre_articulaire_gsil_freeze_1-ac1011.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/gel-surconcentre-articulaire-gsil-freeze-100ml-ac1011-000.html
Nettoyant diffuseur HE 30ml,"FL5675_000
Ce Nettoyant pour diffuseur d'Huiles Essentielles est indispensable pour l'entretien et le bon fonctionnement de votre diffuseur électrique.
Largeur (cm)
3 cm
Longueur (cm)
3 cm
Hauteur (cm)
8.500 cm",">30% : Alcool*.  5-15% : Eau florale de lavande*, Huile essentielle de lavandin*.  <5% : Dénaturant.  Contient du : Linalool, Limonene, Geraniol, Coumarin.

Non applicable
Traces de :
Linalool, Limonene, Geraniol, Coumarin.","Se reporter à la notice et la conserver afin de prendre connaissance des mentions de danger et conseils de prudence. Mode d'emploi: verser 1 à 2ml de Nettoyant Diffuseur dans la verrerie vide et faire fonctionner pendant 2 minutes votre diffuseur électrique.

DANGER. Peut provoquer une allergie cutanée. En cas de consultation d'un médecin, garder à disposition le récipient ou l'étiquette. Tenir hors de portée des enfants. Lire attentivement et bien respecter toutes les instructions. Éviter de respirer les vapeurs. En cas de contact avec la peau : laver abondamment à l'eau et au savon. En cas d'irritation ou d'éruption cutanée : consulter un médecin. Éliminer le contenu/récipient conformément à la réglementation nationale.","https://www.biocoop.fr/media/catalog/product/1/8/187564459-3516170025516-florame-nettoyant_diffuseur_he_30ml-fl5675.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/nettoyant-diffuseur-he-30ml-fl5675-000.html
Huiles essentielles respiratoire,"FL1090_000
L'huile essentielle Composition Respiratoire aide à combattre les maux d'hiver. Avec sa senteur fraîche, et l'huile essentielle réunie la lavande aspic, l'eucalyptus globulus et la ravintsara, pour une action oxygénante. Utilisation par voie aérienne.
Chemotype
1,8- cinéole, a-pinenelimonene, B-pinene, y-terpinène","Citrus Medica Limonum*, Lavandula Spica*, Pinus Pinaster*, Lavandula Angustifolia*, Lavandula Hybrida*, Rosmarinus Officinalis*, Eucalyptus Globulus*, Melaleuca Viridiflora*, Mentha Piperita*, Cinnamomum Camphora*, Thymus Satureoïdes*, Limonene, Linalool, Citral, Geraniol, Coumarin, Citronellol, Eugenol, Farnesol.Viridiflora*, Mentha Piperita*, Cinnamomum Camphora*, Thymus Satureoïdes*, Limonene, Linalool, Citral, Geraniol, Coumarin, Citronellol, Eugenol, Farnesol

Non applicable
Traces de :
Néant.","PARFUM D'AMBIANCE.
Conditions de conservation
Conserver à l'abri de la chaleur et de la lumière.

Se reporter à la notice et la conserver afin de prendre connaissance des mentions de danger et conseils de prudence.","https://www.biocoop.fr/media/catalog/product/2/2/2253602918-3516170027817-florame-huiles_essentielles_respiratoire-fl1090.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/huiles-essentielles-respiratoire-fl1090-000.html
Argent colloïdal 20ppm 150ml,"CL7032_000
Depuis 60 ans, Catalyons, laboratoire français et familial, fabrique des oligo-éléments selon un procédé naturel d'électrolyse breveté mis au point par son fondateur : le polytechnicien Raymond Valtat. L'Argent Colloïdal ainsi obtenu est contrôlé par le service qualité du laboratoire afin de vous offrir un produit de haute qualité dont la concentration est garantie.Oligo-élément biodisponible • Procédé naturel breveté • Bioassimilation optimaleGarantis sans conservateurs, sans produits toxiques, contrôlés par des laboratoires indépendants, conforme aux critères VEGAN et conditionné en PET 100% recyclé, les Catalyons sont parfaitement tolérés par tous (enfants, femmes enceintes, personnes âgées, animaux de compagnie…), respectueux de la santé et de l'environnement.","Eau purifiéeet dynamisée (aqua), Argent colloidal 20ppm (20mg/L).

Non applicable
Traces de :
Néant.","BAIN DE BOUCHE: 1 à 3 bouchon(s) par jour en gargarisme. - LOTION TONIQUE CORPS ET VISAGE: 1 à 6 fois par jour en compresse ou sur un coton.
Conditions de conservation
Tenir à l'abri du soleil.

Tenir à l'abri du soleil.","https://www.biocoop.fr/media/catalog/product/1/7/1727080200-3760166800070-catalyons-argent_colloidal_20ppm_150ml-cl7032.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/argent-colloidal-20ppm-150ml-cl7032-000.html
Protéine végétale riz brun cacao 200g,"BI1008_000
Notre protéine de riz cacao sera vous accompagner tout au long de la journée (petit déjeuner, encas sain chez soi ou au travail, etc..) pour vous supplémenter en protéine grâce à son format doypack 200 transportable et refermable.Elu meilleur produit bio 2022, 1er de sa catégorie produits diététiques !Elle est riche en protéine, fer, fibres et sans gluten. Modes de consommation : - En boisson : mélanger 25 g de protéine (soit une cuillère à soupe bombée) avec 300 ml de boisson végétale de votre choix. Bien mélanger afin d'obtenir une texture gourmande et déguster !- En intégration dans des préparations petits déjeuners pour bien commencer la journée ! Intégrez 1 cuillère à soupe dans vos porridges, compotes, yaourts, préparations pancakes, smoothies.- Dans le cadre d'une pratique sportive, consommer notre protéine en boisson dans l'heure qui suit l'entraînement pour optimiser la récupération musculaire.Pour 1 dose de 25g :- protéines : 19,25g- fibres : 2,37g- sucres : 0,27g

Infos producteur
Cette entreprise à taille humaine créée par Gaby et Flo est située en Normandie. Elle vous propose de revisiter les boissons traditionnelles du quotidien via ses deux références labellisées commerce équitable par Max Havelaar avec en complément, des vertus nutritionnelles supérieures à des préparations classiques.","Protéine de riz brun*, poudre de cacao maigre issu du commerce équitable* (6%). *Produits issus de l'agriculture biologique.

Non applicable
Traces de :
Traces potentielles de gluten et fruits à coque.","1 cuillère à soupe généreuse avec 300ml de lait bio au shaker. Intégrer la protéine dans vos préparations culinaires au quotidien: crêpes, milkshakes, glaces, muffins
Conditions de conservation
Stockez votre produit dans son emballage fermé, à l'abri de la lumière, de l'humidité et des produits à forte odeur. À conserver à température ambiante.

Néant","https://www.biocoop.fr/media/catalog/product/3/8/3808020398-3770031671179-biofair_nutrition-proteine_vegetale_riz_brun_cacao_20-bi1008.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/proteine-vegetale-riz-brun-cacao-200g-bi1008-000.html
"Huile de foie de morue capsule (45) 28,1g","SD1302_000
Pourquoi l'huile de Foie de morue est-elle un remède de grand-mère ? L'huile de Foie de morue est une source de Vitamine A et de Vitamine D.
- La Vitamine A contribue au fonctionnement normal du système immunitaire et au maintien d'une vision normale.
- La Vitamine D contribue à l'utilisation et à l'absorption normale du calcium et au maintien d'une ossature et d'une dentition normales.
Retrouvez l'Huile de Foie de morue Superdiet dans son format 45 capsules pour un programme de 45 jours !
Pour qui? Adultes et enfants dès 6 ans.
Comment? Prise facilitée grâce à la galénique en capsule. 1 capsule par jour de préférence le matin, au cours du repas.
1 pot =45j de cure.
Pour une capsule:
Huile de foie de morue 440mg
dont vitamine D 1,3µg* (26% des VNR**)
dont vitamine A 159µg* (20% des VNR**)
*Quantité moyenne **Valeurs Nutritionnelles de Référence","Huile de foie de Morue (Vitamine A, Vitamine D) - Tunique (gélatine de poissons, Humectant : Glycérol).Huile de foie de Morue d'origine non UE.

Non applicable
Traces de :
Néant.","QUI ? Adultes et enfants de plus de 6 ans (se référer aux précautions d'emploi). - QUAND ? De préférence le matin, au cours du repas. - COMMENT ? 1 capsule par jour.
Conditions de conservation
À conserver à température ambiante (15 à 25 °C) et à l'abri d'une source de chaleur et d'humidité.
Durée de cure
45 jours
Posologie
1 capsule par jour.

Si vous êtes allaitante, demandez l'avis de votre médecin. Ne pas dépasser la portion recommandée à consommer chaque jour, veiller à avoir une alimentation variée et équilibrée et un mode de vie sain. Tenir hors de la portée des jeunes enfants.
Contre indication
Déconseillé aux femmes enceintes ou désireuses de l'être, ainsi qu'aux femmes ménopausées.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/2/4/2430964379-3428881118404-superdiet-huile_de_foie_de_morue_capsule_45_28_1g-sd1302.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/huile-de-foie-de-morue-capsule-45-28-1g-sd1302-000.html
Elixir concentré gingembre miel curcuma 52ml,"CE4009_000
Fabricant indépendant et français, utilisation d'ingrédients français et équitables, emballages écologiques, 1% pour la planète. Gingembre pressé à froid.","Eau, gingembre* du Pérou 26,8%, jus de citron*, miel de lavande* 5,6%, sucre de canne roux**, jus de citron vert*, curcuma* 0,3%, poivre de Kampot**.*Issu de l'agriculture biologique.**Issu de l'agriculture biologique et du commerce équitable.

Non applicable
Traces de :
Néant","Diluez 1/2 shot dans 20cl d'eau.
Conditions de conservation
Après ouverture, à conserver au frais sous 30 jours.
Température de conservation
22°C max","https://www.biocoop.fr/media/catalog/product/1/0/1010865067-3770015134072-cosmos_elixir-elixir_concentre_gingembre_miel_curcuma-ce4009.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/elixir-concentre-gingembre-miel-curcuma-52ml-ce4009-000.html
Tilleul bractées 25g,"AR0074_000
Tilia Platyphyllos. Origine FRANCE.","Tilleul (100%)

Non applicable
Traces de :
Néant","1g (8 bractées) par tasse en infusion
Conditions de conservation
Conserver à moins de 25°c dans des locaux propres, secs et à l'abri de la lumière.
Température de conservation
25.0°C

1g (8 bractées) par tasse en infusion.","https://www.biocoop.fr/media/catalog/product/2/6/2613143557-3417960000563-l_herbier_de_france-tilleul_bractees_25g-ar0074.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/tilleul-bractees-25g-ar0074-000.html
Dessert protéiné 100% végétal café 180g,"AA0595_000
Découvrez ce délicieux dessert protéiné au café, 100% bio et végétal ! Simple et rapide à réaliser, cette préparation à réhydrater est riche en protéines et en fibres. Bénéficiez de l'association optimale entre protéines végétales de haute qualité bio et un café bio et équitable pour un dessert plein de saveurs ! Riche en protéines, riche en fibres, faible teneur en acides gras saturées, très pauvre en sel.Idéal pour : - L'ossature : les protéines contribuent au maintien d'une ossature normale. - La masse musculaire : les protéines contribuent au maintien et au développement de la masse musculaire. - Le transit : les fibres contribuent au maintien d'un bon transit intestinal. Avantages: - Pour compléter facilement ses apports en protéines et en fibres. - Facile et rapide à préparer. - Desserts déshydratés pouvant se conserver sur une longue durée. Conseil d'utilisation : Ajoutez 2 c. à s. (20g) dans 100ml de boisson végétal, lait ou eau. Sur feu doux, mélangez et portez à ébullition pendant 1 minute. Versez la crème dans un ramequin et laissez refroidir. Mettre au frais pendant 2h.1 sachet = 180g, soit 9 portions.","Protéines de tournesol*, protéines de courge*, protéines de lin*, sucre*, café soluble** bio et équitable (3%), agar-agar*.* ingrédient issu de l'agriculture biologique. **Issu de l'agriculture biologique et du commerce équitable

Non applicable
Traces de :
Néant.","Ajoutez 2 c à s (20g) de poudre dans 100ml de boisson végétale, lait ou eau dans une petite casserole. Sur feu doux, mélangez à l'aide d'un fouet et portez à ébullition pendant une minute tout en remuant. Otez du feu et versez la crème dessert dans des ramequins et laissez refroidir. Mettre au frigo pendant environ 2h.  À consommer dans les 24h.
Conditions de conservation
A conserver au sec, à température ambiante et à l'abri de la lumière et de la chaleur.

A consommer dans le cadre d'une alimentation variée et équilibrée et d'un mode de vie sain.
Contre indication
Ne pas consommer en cas d'insuffisances rénales ou hépatiques.","https://www.biocoop.fr/media/catalog/product/7/2/723952365-3554740100324-romon_nature-tisane_detox_50x1_6g-aa0595.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/dessert-proteine-100-vegetal-cafe-180g-aa0595-000.html
"Complexe beauté peau gélule (120) 39,2g","FN2017_000
Le Complexe 4+ Beauté de la peau associe Aloe vera BIO, Ortie piquante BIO, Pissenlit BIO, et Pensée Sauvage BIO
Les antioxydants de l'Aloe Vera aident à se protéger des radicaux libres.
L'Ortie piquante est traditionnellement utilisée pour contribuer à la réduction des impuretés de la peau.
Ingrédients :
Poudre de feuilles d'Ortie piquante BIO (Urtica dioica), poudre de racines de Pissenlit BIO (Taraxacum officinale), fibres d'acacia BIO, extrait sec de parties aériennes fleuries de Pensée sauvage BIO (Viola tricolor), farine de coco BIO, lyophilisat de feuilles d'Aloe vera BIO (Aloe vera). Gélules de gélatine porcine bio","Poudre de feuilles d'Ortie piquante BIO (Urtica dioica), poudre de racines de Pissenlit BIO (Taraxacum officinale), fibres d'acacia BIO, extrait sec de parties aériennes fleuries de Pensée sauvage BIO (Viola tricolor), farine de coco BIO, lyophilisat de feuilles d'Aloe vera BIO (Aloe vera). Gélules de gélatine porcine bio .

Non applicable
Traces de :
Néant.","Prendre 3 gélules par jour pendant les repas.
Conditions de conservation
A conserver au frais , à l'abri de la lumière et dans un endroit sec.
Durée de cure
40 jours
Posologie
3 gélules par jour.

Réservé aux adultes. Un usage prolongé est déconseillé. Parties souterraines : Demander l'avis de votre médecin et /ou pharmacien. Les compléments alimentaires doivent être utilisés dans le cadre d'un mode de vie sain et ne pas être utilisés comme substituts d'un régime alimentaire varié et équilibré. Ne pas dépasser la dose journalière recommandée. Tenir hors de la portée des jeunes enfants.
Contre indication
Déconseillé aux femmes enceintes et allaitantes.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/1/2/1278967308-3760265302314-flora_natura-complexe_beaute_peau_gelule_120_39_2g-fn2017.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/complexe-beaute-peau-gelule-120-39-2g-fn2017-000.html
HE ravintsara 10ml,"FL5680_000
L'huile essentielle de Ravintsara 10ml est proche du saro. Son action assainissante conjuguée avec des vertus respiratoires lui confèrent un attrait tout particulier en période hivernale. Portion journalière recommandée : 1 à 2 gouttes dans une cuillère à café d'huile végétale, pendant 4 à 5 jours maximum.
Espèce botanique
Cinnamomum camphora.
Chemotype
Chémotype : 1,8 cinéole.
Partie distillée de la plante
Feuille.","Huile essentielle ravintsara.

Non applicable
Traces de :
Néant.","COMPLÉMENT ALIMENTAIRE. Portion journalière recommandée : 1 à 2 gouttes par jour (soit 45 à 90mg) dans une cuillerée à café d'huile végétale, pendant 4 à 5 jours maximum.
Conditions de conservation
Conserver à l'abri de la chaleur et de la lumière.

Ne pas dépasser la dose journalière recommandée. Ne peut se substituer à un régime alimentaire équilibré et varié et à un mode de vie sain. Tenir hors de portée des jeunes enfants. Usage réservé à l'adulte.
Contre indication
Ne pas utiliser chez la femme enceinte ou allaitant.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/2/4/2439403368-3516170020627-florame-he_ravintsara_10ml-fl5680.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/he-ravintsara-10ml-fl5680-000.html
Complément alimentaire Aubépine,"PF0272_000
L'aubépine soutient les fonctions cardiaques, augmente l'apport d'oxygène et améliore la circulation sanguine périphérique. Elle aide à diminuer l'irritabilité, et contribue à trouver un meilleur sommeil. Dans la tradition celtique, la fille du roi d'Irlande Cormac s'appellait Ailbe, nom qui signifie aubépine. Les Celtes utilisaient son pouvoir afin d'obtenir l'aide de l'autre monde. Dans la légende du roi Arthur, c'est sous une aubépine de la forêt de Brocéliande que la fée Viviane ensorcela Merlin.
Titre alcoometrique
0.16 %","Eau, extrait de sommités fleuries d'Aubépine* (Crataegus oxyacantha), Glycérine végétale*, Alcool* 16% vol., Caramel* (sucre issu de l'Agriculture Biologique, eau).  *Ingrédients issus de l'Agriculture Biologique.

Non applicable
Traces de :
Néant.","3 pipettes doseuses, 2 fois par jour, permettant un programme de 3 semaines. Bien agiter avant emploi.
Conditions de conservation
A conserver à l'abri de la lumière.
Température de conservation
10.00 25.00°C
Durée de cure
21 jours
Posologie
3 pipettes doseuses, 2 fois par jour.

Complément alimentaire. Ne pas dépasserla dose journalière indiquée. Ne doit pas être utilisé comme substitut d'un régime alimentaire varié. A tenir hors de la portée des jeunes enfants.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/2/8/282862515-3580258151008-phytofrance-complement_alimentaire_aubepine-pf0272.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/complement-alimentaire-aubepine-pf0272-000.html
